antecedents;consequents;antecedent support;consequent support;support;confidence;lift;leverage;conviction;zhangs_metric
communication| monitoring;organization| management;0.00015329;0.001931449;0.000122632;0.8;414.1968254;0.000122336;4.990342756;0.997738632
organization| evaluation| communication;monitoring;0.00015329;0.002759213;0.000122632;0.8;289.9377778;0.000122209;4.986203936;0.996703768
organization| evaluation| monitoring;communication;0.00015329;0.001563554;0.000122632;0.8;511.654902;0.000122392;4.992182231;0.998198571
organization| communication| monitoring;evaluation;0.00015329;0.006499479;0.000122632;0.8;123.0867925;0.000121635;4.967502606;0.992027719
evaluation| communication| monitoring;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
organization| monitoring;evaluation| communication;0.000245263;0.000245263;0.000122632;0.5;2038.625;0.000122572;1.999509473;0.999754676
evaluation| communication;organization| monitoring;0.000245263;0.000245263;0.000122632;0.5;2038.625;0.000122572;1.999509473;0.999754676
communication| monitoring;organization| evaluation;0.00015329;0.000459869;0.000122632;0.8;1739.626667;0.000122561;4.997700656;0.999578389
organization| control;communication;0.000275921;0.001563554;0.000122632;0.444444444;284.2527233;0.0001222;1.797185603;0.99675703
control| communication;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
control| communication;management;0.000122632;0.009779876;0.000122632;1;102.2507837;0.000121432;inf;0.990341571
organization| control| communication;management;0.000122632;0.009779876;0.000122632;1;102.2507837;0.000121432;inf;0.990341571
organization| control| management;communication;0.000214605;0.001563554;0.000122632;0.571428571;365.4677871;0.000122296;2.329685041;0.997477845
organization| communication| management;control;0.000245263;0.00162487;0.000122632;0.5;307.7169811;0.000122233;1.996750261;0.996994787
control| communication| management;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
organization| control;communication| management;0.000275921;0.000429211;0.000122632;0.444444444;1035.492063;0.000122513;1.79922742;0.999310006
control| communication;organization| management;0.000122632;0.001931449;0.000122632;1;517.7460317;0.000122395;inf;0.998190961
organization| coordination;management;0.000521185;0.009779876;0.000429211;0.823529412;84.20652775;0.000424114;5.611247369;0.9886397
coordination| management;organization;0.0005825;0.005916978;0.000429211;0.736842105;124.5301336;0.000425764;3.777515482;0.992547975
organization| coordination;communication;0.000521185;0.001563554;0.000245263;0.470588235;300.9734717;0.000244448;1.885935509;0.997197172
organization| communication;coordination;0.000337237;0.00147158;0.000245263;0.727272727;494.2121212;0.000244767;3.661270873;0.998313246
coordination| communication;organization;0.000398553;0.005916978;0.000245263;0.615384615;104.0031885;0.000242905;2.584615856;0.990779788
coordination| communication;management;0.000398553;0.009779876;0.000245263;0.615384615;62.9235592;0.000241366;2.574572322;0.984500077
coordination| management;communication;0.0005825;0.001563554;0.000245263;0.421052632;269.2920537;0.000244353;1.724572043;0.996867235
communication| management;coordination;0.000429211;0.00147158;0.000245263;0.571428571;388.3095238;0.000244632;2.329899646;0.997853024
organization| coordination| communication;management;0.000245263;0.009779876;0.000214605;0.875;89.46943574;0.000212207;7.921760991;0.98906558
organization| coordination| management;communication;0.000429211;0.001563554;0.000214605;0.5;319.7843137;0.000213934;1.996872892;0.997300945
organization| communication| management;coordination;0.000245263;0.00147158;0.000214605;0.875;594.5989583;0.000214245;7.988227359;0.998563105
coordination| communication| management;organization;0.000245263;0.005916978;0.000214605;0.875;147.8795337;0.000213154;7.952664173;0.993481404
organization| coordination;communication| management;0.000521185;0.000429211;0.000214605;0.411764706;959.3529412;0.000214382;1.699270342;0.999478544
organization| communication;coordination| management;0.000337237;0.0005825;0.000214605;0.636363636;1092.4689;0.000214409;2.748398124;0.999421684
coordination| communication;organization| management;0.000398553;0.001931449;0.000214605;0.538461538;278.7863248;0.000213836;2.162481861;0.996810305
communication| management;organization| coordination;0.000429211;0.000521185;0.000214605;0.5;959.3529412;0.000214382;1.998957631;0.999386578
collaboration| coordination;communication;0.000337237;0.001563554;0.000275921;0.818181818;523.2834225;0.000275394;5.491400454;0.998425696
collaboration| communication;coordination;0.000398553;0.00147158;0.000275921;0.692307692;470.4519231;0.000275335;3.245217365;0.998272249
coordination| communication;collaboration;0.000398553;0.002238028;0.000275921;0.692307692;309.3382508;0.000275029;3.242726409;0.997164716
organization| collaboration;coordination;0.000275921;0.00147158;0.000214605;0.777777778;528.5324074;0.000214199;4.49337789;0.998383444
organization| coordination;collaboration;0.000521185;0.002238028;0.000214605;0.411764706;183.9854956;0.000213439;1.696195352;0.995083411
collaboration| coordination;organization;0.000337237;0.005916978;0.000214605;0.636363636;107.5487518;0.00021261;2.73372831;0.991036105
collaboration| coordination;management;0.000337237;0.009779876;0.000214605;0.636363636;65.06868054;0.000211307;2.723105341;0.98496379
collaboration| management;coordination;0.000367895;0.00147158;0.000214605;0.583333333;396.3993056;0.000214064;2.396468208;0.997844393
organization| collaboration| coordination;communication;0.000214605;0.001563554;0.000183948;0.857142857;548.2016807;0.000183612;6.989055123;0.998390114
organization| collaboration| communication;coordination;0.000214605;0.00147158;0.000183948;0.857142857;582.4642857;0.000183632;6.989698939;0.99849744
organization| coordination| communication;collaboration;0.000245263;0.002238028;0.000183948;0.75;335.1164384;0.000183399;3.991047888;0.997260554
collaboration| coordination| communication;organization;0.000275921;0.005916978;0.000183948;0.666666667;112.6701209;0.000182315;2.982249065;0.99139808
organization| collaboration;coordination| communication;0.000275921;0.000398553;0.000183948;0.666666667;1672.717949;0.000183838;2.998804341;0.999678003
organization| communication;collaboration| coordination;0.000337237;0.000337237;0.000183948;0.545454545;1617.421488;0.000183834;2.199258078;0.999718874
collaboration| coordination;organization| communication;0.000337237;0.000337237;0.000183948;0.545454545;1617.421488;0.000183834;2.199258078;0.999718874
collaboration| communication;organization| coordination;0.000398553;0.000521185;0.000183948;0.461538462;885.5565611;0.00018374;1.856174943;0.999269028
coordination| communication;organization| collaboration;0.000398553;0.000275921;0.000183948;0.461538462;1672.717949;0.000183838;1.856630432;0.999800644
organization| collaboration| coordination;management;0.000214605;0.009779876;0.000183948;0.857142857;87.64352888;0.000181849;6.931540867;0.988802347
organization| collaboration| management;coordination;0.000245263;0.00147158;0.000183948;0.75;509.65625;0.000183587;3.99411368;0.998282735
organization| coordination| management;collaboration;0.000429211;0.002238028;0.000183948;0.428571429;191.4951076;0.000182987;1.746083451;0.995205087
collaboration| coordination| management;organization;0.000214605;0.005916978;0.000183948;0.857142857;144.861584;0.000182678;6.958581152;0.993310028
organization| collaboration;coordination| management;0.000275921;0.0005825;0.000183948;0.666666667;1144.491228;0.000183787;2.998252499;0.999402006
collaboration| coordination;organization| management;0.000337237;0.001931449;0.000183948;0.545454545;282.4069264;0.000183296;2.195750812;0.996795167
collaboration| management;organization| coordination;0.000367895;0.000521185;0.000183948;0.5;959.3529412;0.000183756;1.998957631;0.999325278
collaboration| coordination| communication;management;0.000275921;0.009779876;0.000183948;0.666666667;68.16718913;0.000181249;2.970660372;0.985602134
collaboration| coordination| management;communication;0.000214605;0.001563554;0.000183948;0.857142857;548.2016807;0.000183612;6.989055123;0.998390114
collaboration| communication| management;coordination;0.000245263;0.00147158;0.000183948;0.75;509.65625;0.000183587;3.99411368;0.998282735
coordination| communication| management;collaboration;0.000245263;0.002238028;0.000183948;0.75;335.1164384;0.000183399;3.991047888;0.997260554
collaboration| coordination;communication| management;0.000337237;0.000429211;0.000183948;0.545454545;1270.831169;0.000183803;2.199055736;0.999550199
collaboration| communication;coordination| management;0.000398553;0.0005825;0.000183948;0.461538462;792.340081;0.000183715;1.856061071;0.999136124
collaboration| management;coordination| communication;0.000367895;0.000398553;0.000183948;0.5;1254.538462;0.000183801;1.999202894;0.999570631
coordination| communication;collaboration| management;0.000398553;0.000367895;0.000183948;0.461538462;1254.538462;0.000183801;1.856459624;0.999601288
communication| management;collaboration| coordination;0.000429211;0.000337237;0.000183948;0.428571429;1270.831169;0.000183803;1.749409835;0.999642171
organization| coordination| communication| management;collaboration;0.000214605;0.002238028;0.00015329;0.714285714;319.1585127;0.000152809;3.492166902;0.99708074
organization| collaboration| coordination| management;communication;0.000183948;0.001563554;0.00015329;0.833333333;532.9738562;0.000153002;5.990618677;0.998307372
collaboration| coordination| communication| management;organization;0.000183948;0.005916978;0.00015329;0.833333333;140.8376511;0.000152201;5.96449813;0.993082301
organization| collaboration| coordination| communication;management;0.000183948;0.009779876;0.00015329;0.833333333;85.20898642;0.000151491;5.941320743;0.988445971
organization| collaboration| communication| management;coordination;0.000183948;0.00147158;0.00015329;0.833333333;566.2847222;0.000153019;5.991170519;0.99841776
coordination| communication| management;organization| collaboration;0.000245263;0.000275921;0.00015329;0.625;2265.138889;0.000153222;2.665930877;0.999803741
collaboration| coordination| management;organization| communication;0.000214605;0.000337237;0.00015329;0.714285714;2118.051948;0.000153217;3.49881967;0.999742418
organization| coordination| communication;collaboration| management;0.000245263;0.000367895;0.00015329;0.625;1698.854167;0.000153199;2.665685613;0.999656547
organization| collaboration| coordination;communication| management;0.000214605;0.000429211;0.00015329;0.714285714;1664.183673;0.000153197;3.498497762;0.999613627
collaboration| coordination| communication;organization| management;0.000275921;0.001931449;0.00015329;0.555555556;287.6366843;0.000152757;2.24565424;0.99679843
organization| communication| management;collaboration| coordination;0.000245263;0.000337237;0.00015329;0.625;1853.295455;0.000153207;2.665767368;0.999705612
organization| collaboration| management;coordination| communication;0.000245263;0.000398553;0.00015329;0.625;1568.173077;0.000153192;2.665603859;0.999607482
collaboration| communication| management;organization| coordination;0.000245263;0.000521185;0.00015329;0.625;1199.191176;0.000153162;2.665276841;0.999411224
organization| collaboration| communication;coordination| management;0.000214605;0.0005825;0.00015329;0.714285714;1226.240602;0.000153165;3.497961248;0.999398976
collaboration| coordination;organization| communication| management;0.000337237;0.000245263;0.00015329;0.454545455;1853.295455;0.000153207;1.832883684;0.999797589
collaboration| management;organization| coordination| communication;0.000367895;0.000245263;0.00015329;0.416666667;1698.854167;0.000153199;1.713865263;0.999779182
organization| communication;collaboration| coordination| management;0.000337237;0.000214605;0.00015329;0.454545455;2118.051948;0.000153217;1.83293989;0.99986506
organization| collaboration;coordination| communication| management;0.000275921;0.000245263;0.00015329;0.555555556;2265.138889;0.000153222;2.249448157;0.999834402
organization| planning;coordination;0.000306579;0.00147158;0.00015329;0.5;339.7708333;0.000152838;1.99705684;0.99736261
planning| coordination;organization;0.000214605;0.005916978;0.00015329;0.714285714;120.7179867;0.00015202;3.479290576;0.991929104
planning| coordination;management;0.000214605;0.009779876;0.00015329;0.714285714;73.03627407;0.000151191;3.465770434;0.986519886
planning| control;coordination;0.000245263;0.00147158;0.00015329;0.625;424.7135417;0.000152929;2.662742453;0.997890218
planning| coordination;control;0.000214605;0.00162487;0.00015329;0.714285714;439.5956873;0.000152941;3.494312956;0.997939346
coordination| control;planning;0.000245263;0.002759213;0.00015329;0.625;226.5138889;0.000152613;2.659308766;0.9958295
planning| coordination;monitoring;0.000214605;0.002759213;0.000122632;0.571428571;207.0984127;0.00012204;2.32689517;0.995384993
planning| monitoring;coordination;0.000306579;0.00147158;0.000122632;0.4;271.8166667;0.000122181;1.664214033;0.996626595
coordination| monitoring;planning;0.000275921;0.002759213;0.000122632;0.444444444;161.0765432;0.00012187;1.795033417;0.994066055
organization| control| coordination;planning;0.000214605;0.002759213;0.000122632;0.571428571;207.0984127;0.00012204;2.32689517;0.995384993
organization| control| planning;coordination;0.000122632;0.00147158;0.000122632;1;679.5416667;0.000122451;inf;0.998650886
organization| coordination| planning;control;0.00015329;0.00162487;0.000122632;0.8;492.3471698;0.000122383;4.991875651;0.998121915
coordination| control| planning;organization;0.00015329;0.005916978;0.000122632;0.8;135.2041451;0.000121725;4.970415108;0.992755956
organization| control;planning| coordination;0.000275921;0.000214605;0.000122632;0.444444444;2070.984127;0.000122572;1.79961371;0.999793002
organization| planning;coordination| control;0.000306579;0.000245263;0.000122632;0.4;1630.9;0.000122556;1.666257894;0.999693327
coordination| control;organization| planning;0.000245263;0.000306579;0.000122632;0.5;1630.9;0.000122556;1.999386842;0.999632015
planning| control;organization| coordination;0.000245263;0.000521185;0.000122632;0.5;959.3529412;0.000122504;1.998957631;0.999202699
